ID_Match_Unique,ID_Match,ID_Joueur,Saison,Date_Match,Catégorie,Compétition,Titulaire,Temps_Jeu,Carton_Jaune,Carton_Rouge,Fautes_Commisses,Buts,Score,Résultat
52,3,666,2022-2023,2022-09-24,Cadet A,Ligue,False,38,0,0,0,0,2-1,Victoire
53,3,445,2022-2023,2022-09-24,Cadet A,Ligue,True,90,1,0,5,0,2-1,Victoire
54,3,101,2022-2023,2022-09-24,Cadet A,Ligue,True,54,1,0,3,0,2-1,Victoire
55,3,802,2022-2023,2022-09-24,Cadet A,Ligue,False,27,1,0,5,0,2-1,Victoire
56,3,757,2022-2023,2022-09-24,Cadet A,Ligue,False,59,1,0,5,0,2-1,Victoire
57,3,152,2022-2023,2022-09-24,Cadet A,Ligue,True,90,0,0,1,0,2-1,Victoire
58,3,270,2022-2023,2022-09-24,Cadet A,Ligue,True,50,0,0,1,0,2-1,Victoire
59,3,393,2022-2023,2022-09-24,Cadet A,Ligue,False,59,0,0,1,0,2-1,Victoire
60,3,124,2022-2023,2022-09-24,Cadet A,Ligue,True,52,0,0,1,0,2-1,Victoire
61,3,341,2022-2023,2022-09-24,Cadet A,Ligue,False,90,0,0,0,1,2-1,Victoire
62,3,974,2022-2023,2022-09-24,Cadet A,Ligue,True,63,0,0,1,0,2-1,Victoire
63,3,439,2022-2023,2022-09-24,Cadet A,Ligue,False,45,0,0,0,0,2-1,Victoire
64,3,818,2022-2023,2022-09-24,Cadet A,Ligue,True,47,0,0,1,0,2-1,Victoire
65,3,688,2022-2023,2022-09-24,Cadet A,Ligue,False,40,1,0,2,0,2-1,Victoire
66,3,807,2022-2023,2022-09-24,Cadet A,Ligue,False,0,0,0,0,0,2-1,Victoire
67,3,895,2022-2023,2022-09-24,Cadet A,Ligue,True,90,1,0,4,1,2-1,Victoire
68,3,678,2022-2023,2022-09-24,Cadet A,Ligue,True,90,1,0,2,0,2-1,Victoire
69,3,32,2022-2023,2022-09-24,Cadet A,Ligue,False,43,1,0,2,0,2-1,Victoire
70,3,881,2022-2023,2022-09-24,Cadet A,Ligue,True,52,1,0,2,0,2-1,Victoire
71,3,600,2022-2023,2022-09-24,Cadet A,Ligue,False,36,1,0,2,0,2-1,Victoire
72,3,285,2022-2023,2022-09-24,Cadet A,Ligue,False,90,0,0,1,0,2-1,Victoire
73,4,414,2022-2023,2022-10-02,Cadet A,Ligue,True,90,0,0,0,0,2-0,Victoire
74,4,617,2022-2023,2022-10-02,Cadet A,Ligue,False,27,0,0,0,0,2-0,Victoire
75,4,829,2022-2023,2022-10-02,Cadet A,Ligue,False,22,0,0,0,0,2-0,Victoire
76,4,666,2022-2023,2022-10-02,Cadet A,Ligue,False,38,1,0,5,0,2-0,Victoire
77,4,445,2022-2023,2022-10-02,Cadet A,Ligue,True,63,1,0,5,0,2-0,Victoire
78,4,101,2022-2023,2022-10-02,Cadet A,Ligue,False,54,0,1,0,0,2-0,Victoire
79,4,802,2022-2023,2022-10-02,Cadet A,Ligue,True,90,1,0,4,0,2-0,Victoire
80,4,757,2022-2023,2022-10-02,Cadet A,Ligue,True,90,1,0,2,0,2-0,Victoire
81,4,152,2022-2023,2022-10-02,Cadet A,Ligue,False,42,0,0,1,0,2-0,Victoire
82,4,270,2022-2023,2022-10-02,Cadet A,Ligue,True,69,1,0,5,0,2-0,Victoire
83,4,393,2022-2023,2022-10-02,Cadet A,Ligue,True,48,0,0,0,0,2-0,Victoire
84,4,124,2022-2023,2022-10-02,Cadet A,Ligue,False,21,1,0,5,0,2-0,Victoire
85,4,341,2022-2023,2022-10-02,Cadet A,Ligue,False,90,1,0,2,0,2-0,Victoire
86,4,974,2022-2023,2022-10-02,Cadet A,Ligue,True,63,1,0,3,0,2-0,Victoire
87,4,439,2022-2023,2022-10-02,Cadet A,Ligue,False,45,1,0,4,1,2-0,Victoire
88,4,818,2022-2023,2022-10-02,Cadet A,Ligue,False,47,0,0,0,0,2-0,Victoire
89,4,688,2022-2023,2022-10-02,Cadet A,Ligue,True,90,1,1,2,0,2-0,Victoire
90,4,807,2022-2023,2022-10-02,Cadet A,Ligue,True,68,1,0,2,0,2-0,Victoire
91,4,895,2022-2023,2022-10-02,Cadet A,Ligue,False,40,0,0,0,0,2-0,Victoire
92,4,678,2022-2023,2022-10-02,Cadet A,Ligue,False,90,0,0,1,0,2-0,Victoire
93,4,32,2022-2023,2022-10-02,Cadet A,Ligue,False,43,0,0,0,0,2-0,Victoire
94,4,881,2022-2023,2022-10-02,Cadet A,Ligue,True,50,1,0,5,0,2-0,Victoire
95,4,600,2022-2023,2022-10-02,Cadet A,Ligue,True,90,0,0,1,0,2-0,Victoire
96,4,285,2022-2023,2022-10-02,Cadet A,Ligue,False,90,0,0,0,1,2-0,Victoire
97,5,414,2022-2023,2022-10-15,Cadet A,Ligue,False,90,0,0,0,0,3-5,Défaite
98,5,617,2022-2023,2022-10-15,Cadet A,Ligue,False,18,0,0,0,0,3-5,Défaite
99,5,829,2022-2023,2022-10-15,Cadet A,Ligue,True,90,0,0,0,0,3-5,Défaite
100,5,666,2022-2023,2022-10-15,Cadet A,Ligue,True,90,0,0,1,1,3-5,Défaite
101,5,445,2022-2023,2022-10-15,Cadet A,Ligue,False,63,1,0,4,0,3-5,Défaite
102,5,101,2022-2023,2022-10-15,Cadet A,Ligue,False,17,1,0,4,0,3-5,Défaite
103,5,802,2022-2023,2022-10-15,Cadet A,Ligue,False,45,1,0,5,0,3-5,Défaite
104,5,757,2022-2023,2022-10-15,Cadet A,Ligue,False,30,1,0,2,0,3-5,Défaite
105,5,152,2022-2023,2022-10-15,Cadet A,Ligue,False,42,0,0,1,1,3-5,Défaite
106,5,270,2022-2023,2022-10-15,Cadet A,Ligue,True,73,0,0,0,0,3-5,Défaite
107,5,393,2022-2023,2022-10-15,Cadet A,Ligue,True,90,1,0,3,1,3-5,Défaite
108,5,124,2022-2023,2022-10-15,Cadet A,Ligue,True,72,1,0,3,0,3-5,Défaite
109,5,341,2022-2023,2022-10-15,Cadet A,Ligue,True,45,0,0,0,0,3-5,Défaite
110,5,974,2022-2023,2022-10-15,Cadet A,Ligue,False,63,1,1,3,0,3-5,Défaite
111,5,439,2022-2023,2022-10-15,Cadet A,Ligue,False,45,1,0,3,0,3-5,Défaite
112,5,818,2022-2023,2022-10-15,Cadet A,Ligue,False,47,1,0,5,0,3-5,Défaite
113,5,688,2022-2023,2022-10-15,Cadet A,Ligue,True,90,1,0,5,0,3-5,Défaite
114,5,807,2022-2023,2022-10-15,Cadet A,Ligue,True,90,1,0,3,0,3-5,Défaite
115,5,895,2022-2023,2022-10-15,Cadet A,Ligue,False,28,1,0,5,0,3-5,Défaite
116,5,678,2022-2023,2022-10-15,Cadet A,Ligue,True,62,1,0,5,0,3-5,Défaite
117,5,32,2022-2023,2022-10-15,Cadet A,Ligue,False,43,1,0,3,0,3-5,Défaite
118,5,881,2022-2023,2022-10-15,Cadet A,Ligue,False,50,1,0,2,0,3-5,Défaite
119,5,600,2022-2023,2022-10-15,Cadet A,Ligue,True,60,1,0,2,0,3-5,Défaite
120,5,285,2022-2023,2022-10-15,Cadet A,Ligue,True,90,0,0,0,0,3-5,Défaite
121,6,414,2022-2023,2022-10-16,Cadet A,Ligue,False,28,0,0,0,0,3-3,Nul
122,6,617,2022-2023,2022-10-16,Cadet A,Ligue,False,18,0,0,0,0,3-3,Nul
123,6,829,2022-2023,2022-10-16,Cadet A,Ligue,True,90,0,0,0,0,3-3,Nul
124,6,666,2022-2023,2022-10-16,Cadet A,Ligue,True,90,0,0,0,0,3-3,Nul
125,6,445,2022-2023,2022-10-16,Cadet A,Ligue,False,63,1,0,5,0,3-3,Nul
126,6,101,2022-2023,2022-10-16,Cadet A,Ligue,False,17,1,0,2,0,3-3,Nul
127,6,802,2022-2023,2022-10-16,Cadet A,Ligue,True,66,1,0,4,1,3-3,Nul
128,6,757,2022-2023,2022-10-16,Cadet A,Ligue,True,62,1,0,3,0,3-3,Nul
129,6,152,2022-2023,2022-10-16,Cadet A,Ligue,True,90,0,0,0,0,3-3,Nul
130,6,270,2022-2023,2022-10-16,Cadet A,Ligue,False,73,0,0,1,0,3-3,Nul
131,6,393,2022-2023,2022-10-16,Cadet A,Ligue,True,90,0,0,0,0,3-3,Nul
132,6,124,2022-2023,2022-10-16,Cadet A,Ligue,False,72,0,0,1,0,3-3,Nul
133,6,341,2022-2023,2022-10-16,Cadet A,Ligue,False,41,0,0,0,0,3-3,Nul
134,6,974,2022-2023,2022-10-16,Cadet A,Ligue,True,90,1,0,4,0,3-3,Nul
135,6,439,2022-2023,2022-10-16,Cadet A,Ligue,False,45,1,0,2,0,3-3,Nul
136,6,818,2022-2023,2022-10-16,Cadet A,Ligue,False,28,0,0,1,0,3-3,Nul
137,6,688,2022-2023,2022-10-16,Cadet A,Ligue,False,90,1,0,3,0,3-3,Nul
138,6,807,2022-2023,2022-10-16,Cadet A,Ligue,False,90,1,0,4,0,3-3,Nul
139,6,895,2022-2023,2022-10-16,Cadet A,Ligue,False,24,0,0,0,1,3-3,Nul
140,6,678,2022-2023,2022-10-16,Cadet A,Ligue,True,62,1,0,3,0,3-3,Nul
141,6,32,2022-2023,2022-10-16,Cadet A,Ligue,False,38,0,0,1,0,3-3,Nul
142,6,881,2022-2023,2022-10-16,Cadet A,Ligue,True,52,1,0,3,0,3-3,Nul
143,6,600,2022-2023,2022-10-16,Cadet A,Ligue,True,49,1,0,4,0,3-3,Nul
144,6,285,2022-2023,2022-10-16,Cadet A,Ligue,True,90,0,0,1,1,3-3,Nul
145,7,414,2022-2023,2022-10-29,Cadet A,Ligue,True,90,0,0,0,0,0-3,Défaite
146,7,617,2022-2023,2022-10-29,Cadet A,Ligue,False,18,0,0,0,0,0-3,Défaite
147,7,829,2022-2023,2022-10-29,Cadet A,Ligue,False,25,0,0,0,0,0-3,Défaite
148,7,666,2022-2023,2022-10-29,Cadet A,Ligue,False,90,1,0,2,0,0-3,Défaite
149,7,445,2022-2023,2022-10-29,Cadet A,Ligue,False,63,1,0,5,0,0-3,Défaite
150,7,101,2022-2023,2022-10-29,Cadet A,Ligue,False,17,0,0,0,0,0-3,Défaite
151,7,802,2022-2023,2022-10-29,Cadet A,Ligue,False,21,1,0,5,0,0-3,Défaite
152,7,757,2022-2023,2022-10-29,Cadet A,Ligue,True,90,1,0,2,0,0-3,Défaite
153,7,152,2022-2023,2022-10-29,Cadet A,Ligue,False,90,0,0,0,0,0-3,Défaite
154,7,270,2022-2023,2022-10-29,Cadet A,Ligue,True,69,0,0,0,0,0-3,Défaite
155,7,393,2022-2023,2022-10-29,Cadet A,Ligue,True,90,0,0,1,0,0-3,Défaite
156,7,124,2022-2023,2022-10-29,Cadet A,Ligue,True,60,1,0,4,0,0-3,Défaite
157,7,341,2022-2023,2022-10-29,Cadet A,Ligue,False,41,0,0,1,0,0-3,Défaite
158,7,974,2022-2023,2022-10-29,Cadet A,Ligue,True,90,1,0,2,0,0-3,Défaite
159,7,439,2022-2023,2022-10-29,Cadet A,Ligue,True,45,0,0,0,0,0-3,Défaite
160,7,818,2022-2023,2022-10-29,Cadet A,Ligue,False,30,1,0,5,0,0-3,Défaite
161,7,688,2022-2023,2022-10-29,Cadet A,Ligue,False,90,0,0,1,0,0-3,Défaite
162,7,807,2022-2023,2022-10-29,Cadet A,Ligue,True,64,0,0,1,0,0-3,Défaite
163,7,895,2022-2023,2022-10-29,Cadet A,Ligue,True,90,0,1,0,0,0-3,Défaite
164,7,678,2022-2023,2022-10-29,Cadet A,Ligue,False,26,0,0,0,0,0-3,Défaite
165,7,32,2022-2023,2022-10-29,Cadet A,Ligue,True,65,1,0,3,0,0-3,Défaite
166,7,881,2022-2023,2022-10-29,Cadet A,Ligue,False,52,1,1,3,0,0-3,Défaite
167,7,600,2022-2023,2022-10-29,Cadet A,Ligue,True,90,1,0,2,0,0-3,Défaite
168,7,285,2022-2023,2022-10-29,Cadet A,Ligue,False,45,0,0,1,0,0-3,Défaite
169,8,414,2022-2023,2022-11-05,Cadet A,Ligue,False,90,0,0,0,0,4-3,Victoire
170,8,617,2022-2023,2022-11-05,Cadet A,Ligue,True,90,0,0,0,0,4-3,Victoire
171,8,829,2022-2023,2022-11-05,Cadet A,Ligue,False,25,1,0,2,0,4-3,Victoire
172,8,666,2022-2023,2022-11-05,Cadet A,Ligue,False,90,0,1,1,0,4-3,Victoire
173,8,445,2022-2023,2022-11-05,Cadet A,Ligue,False,63,1,0,2,0,4-3,Victoire
174,8,101,2022-2023,2022-11-05,Cadet A,Ligue,False,15,1,0,3,0,4-3,Victoire
175,8,802,2022-2023,2022-11-05,Cadet A,Ligue,False,21,1,0,3,0,4-3,Victoire
176,8,757,2022-2023,2022-11-05,Cadet A,Ligue,True,60,1,0,2,1,4-3,Victoire
177,8,152,2022-2023,2022-11-05,Cadet A,Ligue,False,30,1,0,2,0,4-3,Victoire
178,8,270,2022-2023,2022-11-05,Cadet A,Ligue,False,69,1,0,5,0,4-3,Victoire
179,8,393,2022-2023,2022-11-05,Cadet A,Ligue,True,75,0,0,0,0,4-3,Victoire
180,8,124,2022-2023,2022-11-05,Cadet A,Ligue,False,60,1,0,3,0,4-3,Victoire
181,8,341,2022-2023,2022-11-05,Cadet A,Ligue,False,15,0,0,0,1,4-3,Victoire
182,8,974,2022-2023,2022-11-05,Cadet A,Ligue,True,63,0,0,0,0,4-3,Victoire
183,8,439,2022-2023,2022-11-05,Cadet A,Ligue,True,90,1,0,5,0,4-3,Victoire
184,8,818,2022-2023,2022-11-05,Cadet A,Ligue,True,90,1,0,2,0,4-3,Victoire
185,8,688,2022-2023,2022-11-05,Cadet A,Ligue,True,66,1,0,3,1,4-3,Victoire
186,8,807,2022-2023,2022-11-05,Cadet A,Ligue,False,24,1,0,5,0,4-3,Victoire
187,8,895,2022-2023,2022-11-05,Cadet A,Ligue,False,90,1,0,4,1,4-3,Victoire
188,8,678,2022-2023,2022-11-05,Cadet A,Ligue,True,75,0,0,0,0,4-3,Victoire
189,8,32,2022-2023,2022-11-05,Cadet A,Ligue,True,90,1,0,5,0,4-3,Victoire
190,8,881,2022-2023,2022-11-05,Cadet A,Ligue,True,90,1,0,5,0,4-3,Victoire
191,8,600,2022-2023,2022-11-05,Cadet A,Ligue,False,27,1,0,3,0,4-3,Victoire
192,8,285,2022-2023,2022-11-05,Cadet A,Ligue,True,90,0,0,1,0,4-3,Victoire
193,9,414,2022-2023,2022-11-12,Cadet A,Ligue,True,90,0,0,0,0,3-0,Victoire
194,9,617,2022-2023,2022-11-12,Cadet A,Ligue,False,90,0,0,1,0,3-0,Victoire
195,9,829,2022-2023,2022-11-12,Cadet A,Ligue,False,36,0,0,0,0,3-0,Victoire
196,9,666,2022-2023,2022-11-12,Cadet A,Ligue,True,90,1,0,2,0,3-0,Victoire
197,9,445,2022-2023,2022-11-12,Cadet A,Ligue,False,63,1,0,2,0,3-0,Victoire
198,9,101,2022-2023,2022-11-12,Cadet A,Ligue,False,35,0,0,1,0,3-0,Victoire
199,9,802,2022-2023,2022-11-12,Cadet A,Ligue,True,90,1,0,5,0,3-0,Victoire
200,9,757,2022-2023,2022-11-12,Cadet A,Ligue,True,60,1,0,4,0,3-0,Victoire
201,9,152,2022-2023,2022-11-12,Cadet A,Ligue,False,30,1,0,5,0,3-0,Victoire
202,9,270,2022-2023,2022-11-12,Cadet A,Ligue,True,90,1,0,3,0,3-0,Victoire
203,9,393,2022-2023,2022-11-12,Cadet A,Ligue,True,71,1,0,4,0,3-0,Victoire
204,9,124,2022-2023,2022-11-12,Cadet A,Ligue,True,54,1,1,4,0,3-0,Victoire
205,9,341,2022-2023,2022-11-12,Cadet A,Ligue,False,30,0,0,1,0,3-0,Victoire
206,9,974,2022-2023,2022-11-12,Cadet A,Ligue,False,63,1,0,2,0,3-0,Victoire
207,9,439,2022-2023,2022-11-12,Cadet A,Ligue,False,90,0,0,0,0,3-0,Victoire
208,9,818,2022-2023,2022-11-12,Cadet A,Ligue,False,90,0,0,1,0,3-0,Victoire
209,9,688,2022-2023,2022-11-12,Cadet A,Ligue,False,27,1,0,5,0,3-0,Victoire
210,9,807,2022-2023,2022-11-12,Cadet A,Ligue,True,90,0,1,1,0,3-0,Victoire
211,9,895,2022-2023,2022-11-12,Cadet A,Ligue,False,90,1,0,3,0,3-0,Victoire
212,9,678,2022-2023,2022-11-12,Cadet A,Ligue,False,75,0,0,0,1,3-0,Victoire
213,9,32,2022-2023,2022-11-12,Cadet A,Ligue,True,63,0,1,1,1,3-0,Victoire
214,9,881,2022-2023,2022-11-12,Cadet A,Ligue,False,19,1,0,3,0,3-0,Victoire
215,9,600,2022-2023,2022-11-12,Cadet A,Ligue,True,55,1,0,5,0,3-0,Victoire
216,9,285,2022-2023,2022-11-12,Cadet A,Ligue,True,90,0,0,0,0,3-0,Victoire
217,10,414,2022-2023,2022-11-20,Cadet A,Ligue,False,90,0,0,0,0,5-4,Victoire
218,10,617,2022-2023,2022-11-20,Cadet A,Ligue,False,24,0,0,1,0,5-4,Victoire
219,10,829,2022-2023,2022-11-20,Cadet A,Ligue,True,90,1,0,2,0,5-4,Victoire
220,10,666,2022-2023,2022-11-20,Cadet A,Ligue,False,90,1,0,4,0,5-4,Victoire
221,10,445,2022-2023,2022-11-20,Cadet A,Ligue,False,63,1,0,3,0,5-4,Victoire
222,10,101,2022-2023,2022-11-20,Cadet A,Ligue,True,75,0,0,1,0,5-4,Victoire
223,10,802,2022-2023,2022-11-20,Cadet A,Ligue,False,90,1,0,4,1,5-4,Victoire
224,10,757,2022-2023,2022-11-20,Cadet A,Ligue,True,90,0,0,1,0,5-4,Victoire
225,10,152,2022-2023,2022-11-20,Cadet A,Ligue,False,15,0,1,0,0,5-4,Victoire
226,10,270,2022-2023,2022-11-20,Cadet A,Ligue,False,36,1,0,5,0,5-4,Victoire
227,10,393,2022-2023,2022-11-20,Cadet A,Ligue,False,71,1,0,2,0,5-4,Victoire
228,10,124,2022-2023,2022-11-20,Cadet A,Ligue,True,90,1,0,2,0,5-4,Victoire
229,10,341,2022-2023,2022-11-20,Cadet A,Ligue,True,54,0,0,0,0,5-4,Victoire
230,10,974,2022-2023,2022-11-20,Cadet A,Ligue,False,63,0,0,0,0,5-4,Victoire
231,10,439,2022-2023,2022-11-20,Cadet A,Ligue,True,90,1,0,4,0,5-4,Victoire
232,10,818,2022-2023,2022-11-20,Cadet A,Ligue,True,90,1,1,3,0,5-4,Victoire
233,10,688,2022-2023,2022-11-20,Cadet A,Ligue,False,27,1,0,5,0,5-4,Victoire
234,10,807,2022-2023,2022-11-20,Cadet A,Ligue,True,55,1,0,2,0,5-4,Victoire
235,10,895,2022-2023,2022-11-20,Cadet A,Ligue,True,90,1,1,2,1,5-4,Victoire
236,10,678,2022-2023,2022-11-20,Cadet A,Ligue,False,20,0,0,1,0,5-4,Victoire
237,10,32,2022-2023,2022-11-20,Cadet A,Ligue,False,35,0,0,1,0,5-4,Victoire
238,10,881,2022-2023,2022-11-20,Cadet A,Ligue,False,19,0,0,0,0,5-4,Victoire
239,10,600,2022-2023,2022-11-20,Cadet A,Ligue,True,66,1,0,2,1,5-4,Victoire
240,10,285,2022-2023,2022-11-20,Cadet A,Ligue,True,70,0,0,0,0,5-4,Victoire
241,11,414,2022-2023,2022-12-11,Cadet A,Ligue,False,90,0,0,0,0,3-4,Défaite
242,11,617,2022-2023,2022-12-11,Cadet A,Ligue,True,90,0,0,0,0,3-4,Défaite
243,11,829,2022-2023,2022-12-11,Cadet A,Ligue,False,90,0,0,0,0,3-4,Défaite
244,11,666,2022-2023,2022-12-11,Cadet A,Ligue,False,27,0,0,1,0,3-4,Défaite
245,11,445,2022-2023,2022-12-11,Cadet A,Ligue,True,59,1,0,4,0,3-4,Défaite
246,11,101,2022-2023,2022-12-11,Cadet A,Ligue,True,70,1,0,5,0,3-4,Défaite
247,11,802,2022-2023,2022-12-11,Cadet A,Ligue,False,36,1,0,4,0,3-4,Défaite
248,11,757,2022-2023,2022-12-11,Cadet A,Ligue,False,90,1,0,3,1,3-4,Défaite
249,11,152,2022-2023,2022-12-11,Cadet A,Ligue,False,15,1,0,2,0,3-4,Défaite
250,11,270,2022-2023,2022-12-11,Cadet A,Ligue,True,59,1,1,4,0,3-4,Défaite
251,11,393,2022-2023,2022-12-11,Cadet A,Ligue,True,90,1,0,4,0,3-4,Défaite
252,11,124,2022-2023,2022-12-11,Cadet A,Ligue,False,20,0,0,1,0,3-4,Défaite
253,11,341,2022-2023,2022-12-11,Cadet A,Ligue,True,90,0,0,0,2,3-4,Défaite
254,11,974,2022-2023,2022-12-11,Cadet A,Ligue,True,90,1,0,5,0,3-4,Défaite
255,11,439,2022-2023,2022-12-11,Cadet A,Ligue,False,90,0,1,1,0,3-4,Défaite
256,11,818,2022-2023,2022-12-11,Cadet A,Ligue,False,31,1,0,4,0,3-4,Défaite
257,11,688,2022-2023,2022-12-11,Cadet A,Ligue,True,90,0,0,0,0,3-4,Défaite
258,11,807,2022-2023,2022-12-11,Cadet A,Ligue,True,90,1,0,3,0,3-4,Défaite
259,11,895,2022-2023,2022-12-11,Cadet A,Ligue,False,90,0,0,1,0,3-4,Défaite
260,11,678,2022-2023,2022-12-11,Cadet A,Ligue,False,20,1,0,4,0,3-4,Défaite
261,11,32,2022-2023,2022-12-11,Cadet A,Ligue,False,35,1,1,2,0,3-4,Défaite
262,11,881,2022-2023,2022-12-11,Cadet A,Ligue,True,63,0,0,0,0,3-4,Défaite
263,11,600,2022-2023,2022-12-11,Cadet A,Ligue,False,31,1,0,4,0,3-4,Défaite
264,11,285,2022-2023,2022-12-11,Cadet A,Ligue,True,54,0,0,1,0,3-4,Défaite
265,12,414,2022-2023,2022-12-18,Cadet A,Ligue,False,19,0,0,0,0,4-3,Victoire
266,12,617,2022-2023,2022-12-18,Cadet A,Ligue,False,20,0,0,0,0,4-3,Victoire
267,12,829,2022-2023,2022-12-18,Cadet A,Ligue,True,90,0,0,0,0,4-3,Victoire
268,12,666,2022-2023,2022-12-18,Cadet A,Ligue,False,27,1,0,4,0,4-3,Victoire
269,12,445,2022-2023,2022-12-18,Cadet A,Ligue,True,90,1,0,3,0,4-3,Victoire
270,12,101,2022-2023,2022-12-18,Cadet A,Ligue,True,68,0,0,1,0,4-3,Victoire
271,12,802,2022-2023,2022-12-18,Cadet A,Ligue,False,32,0,0,0,0,4-3,Victoire
